ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Custom URI,Swatches Attributes,Composite Components (JSON-encoded),Composite Scenarios (JSON-encoded),Composite Contents Virtual,Composite Aggregate Weight,Composite Layout,Composite Cart Editing,Composite Sold Individually,Composite Catalog Price,Composite Form Location,Bundled Items (JSON-encoded),Min Bundle Size,Max Bundle Size,Bundle Contents Virtual,Bundle Aggregate Weight,Bundle Layout,Bundle Group Mode,Bundle Cart Editing,Bundle Sold Individually,Bundle Form Location,Bundle Sells,Bundle Sells Title,Bundle Sells Discount,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 type,Attribute 1 swatch(s),Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 7 default,Attribute 4 default,Attribute 5 default,Attribute 2 default,Attribute 3 default,Attribute 1 default,Brand
,variable,STANNO-SWANSEA-GOALKEEPER-SHORT,Stanno Swansea Goalkeeper Short,1,0,visible,Reflective fabric on both legs,Reflective fabric on both legs,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Stanno, Shop > Goalkeeper Kits > Stanno > Shorts",football,,http://192.236.233.221/images/424102-8000-116.jpg,,,,,,,,,1213,stanno-swansea-goalkeeper-short,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Stanno,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"116 20/22, 128 22/24, 140 24/26, 152 26/28, 164 28/30, S 30/32, M 32/34, L 34/36, XL 36/38, 2XL 40/42",1,1,M,Colour,Tan,1,1,,,,,,,Stanno
,variation,,"Stanno Swansea Goalkeeper Short - Adult, 116, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,19.25,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-116,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,116 20/22,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, 128, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,19.25,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-128,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,128 22/24,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, 140, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,19.25,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-140,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,140 24/26,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, 152, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,19.25,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-152,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,152 26/28,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, 164, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,19.25,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-164,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,164 28/30,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, S, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22.50,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-s,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,S 30/32,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, M, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22.50,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-m,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,M 32/34,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, L, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22.50,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-l,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,L 34/36,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, XL, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22.50,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-xl,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,XL 36/38,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Swansea Goalkeeper Short - Adult, 2XL, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,22.50,,,,http://192.236.233.221/images/424102-8000-116.jpg,,,STANNO-SWANSEA-GOALKEEPER-SHORT,,,,,,45,stanno-swansea-goalkeeper-short-adult-2xl,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,2XL 40/42,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,STANNO-BRECON-3-4-GOALKEEPER-PANTS,Stanno Brecon 3/4 Goalkeeper Pants,1,0,visible,Reflective fabric on both legs,Reflective fabric on both legs,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Stanno, Shop > Goalkeeper Kits > Stanno > Shorts",football,,http://192.236.233.221/images/425104-8000-116.jpg,,,,,,,,,1213,stanno-brecon-3-4-goalkeeper-pants,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Stanno,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"116 20/22, 128 22/24, 140 24/26, 152 26/28, 164 28/30, S 30/32, M 32/34, L 34/36, XL 36/38, 2XL 40/42",1,1,M,Colour,Tan,1,1,,,,,,,Stanno
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, 116, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24.25,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-116,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,116 20/22,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, 128, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24.25,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-128,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,128 22/24,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, 140, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24.25,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-140,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,140 24/26,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, 152, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24.25,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-152,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,152 26/28,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, 164, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,24.25,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-164,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,164 28/30,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, S, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-s,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,S 30/32,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, M, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-m,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,M 32/34,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, L, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-l,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,L 34/36,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, XL, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-xl,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,XL 36/38,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Brecon 3/4 Goalkeeper Pants - Adult, 2XL, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425104-8000-116.jpg,,,STANNO-BRECON-3-4-GOALKEEPER-PANTS,,,,,,45,stanno-brecon-3-4-goalkeeper-pants-adult-2xl,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,2XL 40/42,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,STANNO-CHESTER-GOALKEEPER-PANTS,Stanno Chester Goalkeeper Pants,1,0,visible,Reflective fabric on both legs,Reflective fabric on both legs,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Stanno, Shop > Goalkeeper Kits > Stanno > Shorts",football,,http://192.236.233.221/images/425103-8000-116.jpg,,,,,,,,,1213,stanno-chester-goalkeeper-pants,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Stanno,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"116 20/22, 128 22/24, 140 24/26, 152 26/28, 164 28/30, S 30/32, M 32/34, L 34/36, XL 36/38, 2XL 40/42",1,1,M,Colour,Tan,1,1,,,,,,,Stanno
,variation,,"Stanno Chester Goalkeeper Pants - Adult, 116, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-116,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,116 20/22,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, 128, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-128,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,128 22/24,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, 140, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-140,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,140 24/26,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, 152, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-152,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,152 26/28,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, 164, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,28.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-164,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,164 28/30,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, S, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-s,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,S 30/32,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, M, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-m,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,M 32/34,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, L, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-l,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,L 34/36,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, XL, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-xl,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,XL 36/38,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Chester Goalkeeper Pants - Adult, 2XL, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,33.50,,,,http://192.236.233.221/images/425103-8000-116.jpg,,,STANNO-CHESTER-GOALKEEPER-PANTS,,,,,,45,stanno-chester-goalkeeper-pants-adult-2xl,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,2XL 40/42,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,STANNO-BLACK-UNI-GOALKEEPER-SOCK,Stanno Black Uni Goalkeeper Sock,1,0,visible,"These knee length socks from Stanno are made of highly stretched polyester, for the best fit. On the shin the Uni Sock II is extra stretchable, so the shinguard is easily placed. To provide optimal breathing characteristics, the back of the sock is provided with a mesh knitting method. Around the ankle the sock has a protective impact zone. And to prevent scouring, and therefore blisters, the sock has a flat seem and a reinforced heel, sole and toe. Due to the double elasticated cuff the sock stays in place. These anatomically shaped sock is provided with a left/right indication.","These knee length socks from Stanno are made of highly stretched polyester, for the best fit. On the shin the Uni Sock II is extra stretchable, so the shinguard is easily placed. To provide optimal breathing characteristics, the back of the sock is provided with a mesh knitting method. Around the ankle the sock has a protective impact zone. And to prevent scouring, and therefore blisters, the sock has a flat seem and a reinforced heel, sole and toe. Due to the double elasticated cuff the sock stays in place. These anatomically shaped sock is provided with a left/right indication.",,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Stanno, Shop > Goalkeeper Kits > Stanno > Socks",football,,http://192.236.233.221/images/440001-8000-junior.jpg,,,,,,,,,1213,stanno-black-uni-goalkeeper-sock,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Stanno,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"6 to 11, 12 to 2, 3 to 6, 7 to 9, 10 to 12",1,1,M,Colour,Tan,1,1,,,,,,,Stanno
,variation,,"Stanno Black Uni Goalkeeper Sock - Adult, 6, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.75,,,,http://192.236.233.221/images/440001-8000-junior.jpg,,,STANNO-BLACK-UNI-GOALKEEPER-SOCK,,,,,,45,stanno-black-uni-goalkeeper-sock-adult-6,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,6 to 11,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Black Uni Goalkeeper Sock - Adult, 12, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.75,,,,http://192.236.233.221/images/440001-8000-junior.jpg,,,STANNO-BLACK-UNI-GOALKEEPER-SOCK,,,,,,45,stanno-black-uni-goalkeeper-sock-adult-12,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,12 to 2,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Black Uni Goalkeeper Sock - Adult, 3, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,7.75,,,,http://192.236.233.221/images/440001-8000-junior.jpg,,,STANNO-BLACK-UNI-GOALKEEPER-SOCK,,,,,,45,stanno-black-uni-goalkeeper-sock-adult-3,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,3 to 6,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Black Uni Goalkeeper Sock - Adult, 7, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8.99,,,,http://192.236.233.221/images/440001-8000-junior.jpg,,,STANNO-BLACK-UNI-GOALKEEPER-SOCK,,,,,,45,stanno-black-uni-goalkeeper-sock-adult-7,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,7 to 9,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno Black Uni Goalkeeper Sock - Adult, 10, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,8.99,,,,http://192.236.233.221/images/440001-8000-junior.jpg,,,STANNO-BLACK-UNI-GOALKEEPER-SOCK,,,,,,45,stanno-black-uni-goalkeeper-sock-adult-10,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,10 to 12,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variable,STANNO-HIGH-IMPACT-II-GOALKEEPER-SOCK,Stanno High Impact II Goalkeeper Sock,1,0,visible,,,,,taxable,,1,1,,0,0,,,,,1,We will be in touch shortly to confirm your order/quote,,,"Shop > Goalkeeper Kits, Shop, Shop > Goalkeeper Kits > Stanno, Shop > Goalkeeper Kits > Stanno > Socks",football,,"http://192.236.233.221/images/440124-8000-36-40.jpg, http://192.236.233.221/images/440124-2000-36-40.jpg",,,,,,,,,1213,stanno-high-impact-ii-goalkeeper-sock,"{""Age"":{""name"":""Age"",""type"":""label"",""terms"":{""Adult"":{""name"":""Adult"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""},""Youth"":{""name"":""Youth"",""color"":"""",""image"":"""",""show_tooltip"":"""",""tooltip_text"":"""",""tooltip_image"":"""",""image_size"":""""}}}}",,,,,,,,,,,,,,,,,,,,,,,Brand,Stanno,1,1,select,,Sport,Football,1,1,Material,100% Polyester,1,1,Gender,"Boys, Kids, Unisex",1,1,Age,Adult,1,1,Size,"3 to 6, 7 to 9, 10 to 12",1,1,M,Colour,Tan,1,1,,,,,,,Stanno
,variation,,"Stanno High Impact II Goalkeeper Sock - Adult, 3, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,13.50,,,,http://192.236.233.221/images/440124-8000-36-40.jpg,,,STANNO-HIGH-IMPACT-II-GOALKEEPER-SOCK,,,,,,45,stanno-high-impact-ii-goalkeeper-sock-adult-3,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,3 to 6,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno High Impact II Goalkeeper Sock - Adult, 7, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16.00,,,,http://192.236.233.221/images/440124-8000-36-40.jpg,,,STANNO-HIGH-IMPACT-II-GOALKEEPER-SOCK,,,,,,45,stanno-high-impact-ii-goalkeeper-sock-adult-7,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,7 to 9,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno High Impact II Goalkeeper Sock - Adult, 10, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,16.00,,,,http://192.236.233.221/images/440124-8000-36-40.jpg,,,STANNO-HIGH-IMPACT-II-GOALKEEPER-SOCK,,,,,,45,stanno-high-impact-ii-goalkeeper-sock-adult-10,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,10 to 12,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
,variation,,"Stanno High Impact II Goalkeeper Sock - Adult, 3, Tan",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,13.50,,,,http://192.236.233.221/images/440124-2000-36-40.jpg,,,STANNO-HIGH-IMPACT-II-GOALKEEPER-SOCK,,,,,,45,stanno-high-impact-ii-goalkeeper-sock-adult-3,,,,,,,,,,,,,,,,,,,,,,,,Age,Adult,,1,,,Size,3 to 6,,1,Colour,Tan,,1,,,,,,,,,,,,,,,,,,,,,,,,
